1698,The Bitter Kingdom (Fire and Thorns #3),Gencsoy,Fulton,4.96
1934,The Enchantress Returns (The Land of Stories #2),Gencsoy,Hamza,5.6
2002,Passion (Fallen #3),Genisova,Elia,6.3
1758,Eleven Minutes,Genkova,Tessa,2.14
1772,Lit,Genovese,Arlyne,8.94
1799,Babylon's Ashes (The Expanse #6),Genovese,Joline,6.96
1651,The Miracle of Mindfulness: An Introduction to the Practice of Meditation,Genovese,Kathleen,5.23
1821,Murder at the Vicarage (Miss Marple #1),Genovese,Cash,1.3
1722,Eragon Eldest & Brisingr (Inheritance #1-3),Gentz,Hilda,8.24
1714,The Paris Wife,Gentz,Talon,5.26
1703,Four Blondes,Georgatou,Anabel,1.85
1729,This Song Will Save Your Life,George,Faustino,5.66
1724,Six Days of the Condor,George,Gardner,1.57
1981,On a Pale Horse (Incarnations of Immortality #1),George,Roby,6.09
1970,The Girl Who Chased the Moon,Georges,Evangelina,9.04
1794,The Scottish Prisoner (Lord John Grey #3),Georges,Pleas,9.6
1894,The Red and the Black,Georgescu,Krish,3.74
1926,The Flight of Gemma Hardy,Georgieva,Demarcus,7.48
1958,Bad Luck and Trouble (Jack Reacher #11),Geraniou,Maxwell,3.61
1749,The Lord of the Rings (The Lord of the Rings #1-3),Gerasimou,Desi,1.37
1789,The Complete Adventures of Curious George,Gerber,Ott,7.81
1847,The Titan's Curse (Percy Jackson and the Olympians #3),Germanlieva,Azalee,6.19
1962,An Anthropologist on Mars: Seven Paradoxical Tales,Germic,Shanon,1.16
2005,Rainbow Valley (Anne of Green Gables #7),Gerovac,Paul,8.96
1841,Wethering the Storm (The Storm #2),Gers,Magdalena,9.13
1872,Vanished (Callahan & McLane #1),Gers,Thomasina,5.06
1747,I Know Why the Caged Bird Sings,Gersi,Luella,2.97
1713,Live Wire (Myron Bolitar #10),Gersi,Viney,7.45
1749,The Twits,Gervais,Lucetta,8.51
1773,Bad Monkey,Geuer,Benito,8.09
1707,How the Irish Saved Civilization,Geuer,Kylah,1.87
1664,Enna Burning (The Books of Bayern #2),Gevel,Hazelle,9.52
1938,Magic Bites (Kate Daniels #1),Gevers,Leonidas,7.45
1709,Hardline (Hacker #3),Geyer,Quiana,3.21
1801,The Amber Spyglass (His Dark Materials #3),Geyer,Wayne,7.28
1992,Quidditch Through the Ages,Ghadri,Lonny,5.27
1863,Fall From Grace (Mad World #1),Ghaoui,Kellee,3.74
1940,My Best Friend's Girl,Ghaoui,Susann,5.03
1788,The Elves of Cintra (Genesis of Shannara #2),Ghedin,Raelynn,6.44
1773,Diary of a Worm,Gheisary,Elizebeth,5.65
1806,Clifford the Big Red Dog,Gherega,Keanna,1.42
1749,The Ugly Duckling,Gherghi,Ashlee,9.39
1764,Bone Gap,Ghica,Enoch,6.06
2014,These High Green Hills (Mitford Years #3),Ghiorghiu,Gerold,6.31
1770,Bossman,Ghiorghiu,Laura,8.35
1764,The Absolutely True Diary of a Part-Time Indian,Ghiorghiu,Sharleen,5.07
1773,The Vampire Prince (Cirque Du Freak #6),Ghirardi,Elsie,2.32
1872,Funny in Farsi: A Memoir of Growing Up Iranian in America,Ghitescu,Rogers,3.34
1671,A Dog's Life: The Autobiography of a Stray,Ghosh,Elizah,6.76
1953,School's Out—Forever (Maximum Ride #2),Giacalone,Cris,8.28
1971,Girls in Pants: The Third Summer of the Sisterhood (Sisterhood #3),Giacomin,Council,3.77
1830,P.S. I Love You,Giacomino,Edmund,6.36
1731,Knight (Unfinished Hero #1),Gianotti,Dinah,3.94
1654,Man's Search for Meaning,Gianotti,Desean,4.07
1902,Un Lun Dun,Giavazzi,Foster,3.59
1871,Heaven Texas (Chicago Stars #2),Giavazzi,Genaro,5.99
1776,If Chins Could Kill: Confessions of a B-Movie Actor,Giban,Kaden,1.23
1954,More Than a Carpenter,Giban,Marely,4.24
1883,Is Your Mama a Llama?,Gibanel Velasco,Elenora,6.21
1743,Just One Look,Gibson,Hedwig,7.1
1973,Breaking Point (Tom Clancy's Net Force #4),Gibson,Isaac,8.22
1944,Fever 1793,Gibson,Risa,3.49
1883,The Queen's Fool (The Plantagenet and Tudor Novels #12),Gibson,Clinton,1.8
1721,Tempt Me at Twilight (The Hathaways #3),Gideskog,Tammie,2.36
1829,The Speed of Trust: The One Thing that Changes Everything,Giger,Mirtie,4.96
1770,True Colors,Gil,Fred,8.4
2000,Hell House,Gil,Mai,5.44
1952,Kissing Coffins (Vampire Kisses #2),Gil Mateo Sasieta,Avie,6.78
1968,Y: The Last Man Vol. 6: Girl on Girl (Y: The Last Man #6),Gilbert,Marci,1.37
1814,Just One Day (Just One Day #1),Gilca,Wing,1.5
1666,The Bourne Objective (Jason Bourne #8),Gilchrist,Kacy,4.11
1909,Kindred in Death (In Death #29),Gilchrist,Clifton,3.72
1985,The Physician (Cole Family Trilogy #1),Gildemeister,Ariel,1.91
1953,Matterhorn,Giler,Izayah,5.84
1653,Full Moon o Sagashite Vol. 1,Gill,Lucetta,6.06
1702,Saphirblau (Edelstein-Trilogie #2),Gillan,Alby,3.44
1778,Come Back Amelia Bedelia,Gillespie Jones,Giada,8.15
1806,M.C. Escher: The Graphic Work,Gillis,Eulalia,6.32
1767,Serafina and the Black Cloak (Serafina #1),Gillis,Kenny,6.89
1934,Hannibal Rising (Hannibal Lecter #4),Gillis,Maida,5.59
1672,Memories Dreams Reflections,Giltinan,Tyrel,5.22
1880,The Emerald Atlas (The Books of Beginning #1),Gima,Lynda,8.94
1658,Savages,Gimberg,Del,9.08
1821,Awaken the Giant Within: How to Take Immediate Control of Your Mental Emotional Physical and Financial Destiny!,Gimenez Pena,Garner,8.59
1923,The Garden of Eden,Gimenez Pena,Lew,7.33
1872,The Litigators,Gingras,Alina,4.33
1695,Babe: The Gallant Pig,Giorgi,Luigi,6.07
1883,Ashes (Ashes Trilogy #1),Giorgi,Shoji,2.75
1745,Tripwire  (Jack Reacher #3),Giraldi Requena,Hubbard,7.8
2016,The Immortal Rules (Blood of Eden #1),Giraldi Requena,Walton,2.03
1849,Sexing the Cherry,Giraldo,Rogers,2.23
1858,The Blind Owl,Giraud,Matie,9.94
1671,The Flanders Panel,Girsang,Evia,3.49
1863,The Key to Rebecca,Giscafre,Everett,1.62
1920,Six Years,Gisonna,Jayden,6.05
1670,Not That Kind of Girl: A Young Woman Tells You What She's "Learned",Gisonna,Jerel,6.14
1946,See Jane Score (Chinooks Hockey Team #2),Gisonna,Newton,4.93
1662,Foreign Influence (Scot Harvath #9),Gisonna,Early,3.93
1906,Stolen Songbird (The Malediction Trilogy #1),Giudici,Minda,1.24
1914,Night Broken (Mercy Thompson #8),Giugni,Sammie,6.3
1926,Too Loud a Solitude,Giussani,Cyntha,7.58
1762,Roots: The Saga of an American Family,Giussani,Aniya,9.05
1826,Black Lies,Giusto,Khalil,2.34
1797,Fresh Wind Fresh Fire: What Happens When God's Spirit Invades the Heart of His People,Giusto,Terry,5.05
1808,My Friend Flicka (Flicka #1),Gjorcheska,Ronny,1.67
1879,Aleph,Gkogkou,Allie,5.51
1774,Blood on Snow (Blood on Snow #1),Glasper,Brigid,2.81
1726,Darkness Visible: A Memoir of Madness,Glatch,Rodrigo,9.46
1745,Life is What You Make It: A Story of Love Hope and How Determination Can Overcome Even Destiny,Glatch,Vander,4.06
1806,The Gospel According to Jesus Christ,Glavic,Coleton,6.08
1974,The Statistical Probability of Love at First Sight,Gleason,Lauryn,2.26
1693,Heidi,Gleason,Cary,1.45
1953,The Carnivorous Carnival (A Series of Unfortunate Events #9),Gligoric,Arnav,1.23
1748,Mirror Mirror,Glinzler,Rozella,4.62
1657,The Good House,Glisic,Brigid,2.12
1980,As Chimney Sweepers Come to Dust (Flavia de Luce #7),Gloria,Leatha,8.69
1919,Grim Tuesday (The Keys to the Kingdom #2),Gloria,Barrie,1.62
1718,Dark Matter,Glowacka,Jabez,9.11
1689,Boneshaker (The Clockwork Century #1),Glumac,Gael,2.32
1859,Someday Someday Maybe,Glumac,Tempie,1.67
1869,Cross Justice (Alex Cross #23),Glushenko,Dion,5.49
1702,Social Intelligence: The New Science of Human Relationships,Glushenko,Nella,2.21
1735,Northern Lights,Glushenko,Alonso,7.44
1981,Stone Cold Touch (The Dark Elements #2),Glushko,Caddie,7
1700,Drive: The Surprising Truth About What Motivates Us,Glynn,Thompson,3.37
1989,Red Country (First Law World #6),Gmeiner,Lamont,5.51
1774,Pretty Little Liars (TV Series),Gocheva,Edmon,1.78
1979,Never Never: Part Two (Never Never #2),Gocheva,Toccara,5.12
1945,The Myth of Sisyphus and Other Essays,Godridge,Merton,2.08
1733,The Sea of Monsters (Percy Jackson and the Olympians #2),Goedkoop,Anfernee,4.1
1827,Odd Apocalypse (Odd Thomas #5),Goel,Loma,1.22
1883,Forgotten,Goel,Marc,3.7
1941,Billy Lynn's Long Halftime Walk,Goel,Reason,5.98
1677,Absolute Power,Goerges,Meaghan,6.78
1725,Are You There God? It's Me Margaret,Gogvadze,Lilah,7.67
1880,Until Trevor (Until #2),Goia,Keisha,7.2
1978,The Desert Spear (Demon Cycle #2),Gol Alamo,Altha,2.6
1962,The Siren (The Original Sinners #1),Golder,Brandt,8.99
1825,One Step Behind  (Kurt Wallander #7),Goldfeld,Justyn,1.24
1680,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR,Goldfeld,Karissa,5.7
2020,On the Island (On the Island #1),Goldfeld,Danielle,8.66
1884,The Arabian Nights,Goldsmith,Omari,2.11
1752,Labyrinths:  Selected Stories and Other Writings,Goldstein,Citlalli,7.15
1691,The Dead-Tossed Waves (The Forest of Hands and Teeth #2),Golfin,Lillie,4.22
1984,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,Golman,Bart,7.84
1863,The Sunne in Splendour,Golovin,Fritz,2.24
1705,Blindness,Golovin,Brandie,8.92
1947,Rebel Angels (Gemma Doyle #2),Goloviznina,Otis,4.28
1951,Staying Fat for Sarah Byrnes,Goloviznina,Claus,9.94
1992,Nutshell,Golubeva,Haywood,4.05
1778,The Nest,Golubeva,Ariana,2.28
1890,Tuck Everlasting,Gomer,Mena,1.17
1671,Strange Highways,Gomer,Noe,6.76
1685,The Lincoln Lawyer (Mickey Haller #1; Harry Bosch Universe #16),Gomez,Jalisa,8.77
1671,The Dream Hunter (Dark-Hunter #10 Dream-Hunter #1),Gomez,Kyler,4.28
1651,Carolina Moon,Gomez,Roberta,4.31
1960,First Love,Gomez,Scarlett,3.61
1834,Nostromo,Gomez Aleman,Samira,6.58
1761,Out of the Dust,Gomez Carus,Jettie,8.24
1771,Desecration (Left Behind #9),Gomez Diaz,Carlene,1.96
2008,Chosen (House of Night #3),Gomez Gonzalez,Mart,2.3
1674,In the Plex: How Google Thinks Works and Shapes Our Lives,Gomez Saldarriaga,Niles,9.12
1708,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter,Gomide,Cam,7.41
1775,Wieża Jaskółki (Saga o Wiedźminie #6),Gomide,Keaton,7.27
1735,Cleopatra's Daughter,Gompert,Caren,9.62
1899,Lost Souls,Gomperts,Chynna,1.05
1856,Something Blue (Darcy & Rachel #2),Gomperts,York,5.18
1669,White Fire (Pendergast #13),Goncalves,Ica,7.26
1957,Gone for Good,Goncalves,Vernie,1.74
1847,Shut Out,Goncharenko,Malaki,5.88
1945,Once a Runner,Goncharenko,Bina,2.8
1910,The First American: The Life and Times of Benjamin Franklin,Gone,Oran,5.02
1907,The Liar,Gong,Denny,3.81
1671,When Bad Things Happen to Good People,Gong,Lemuel,6.28
1890,Learned Optimism: How to Change Your Mind and Your Life,Gong,Rosa,2.74
1757,Sin Undone (Demonica #5),Gongora,Lorrayne,4.46
1741,The Illustrated Man,Gongora,Trace,5.69
1955,El coronel no tiene quien le escriba,Goni Blanco,Reed,1.77
2007,The Blessing Way (Leaphorn & Chee #1),Gonnerman,Adela,1.09
1906,Sourcery (Discworld #5; Rincewind #3),Gonnerman,Stefani,4.97
1941,Officer Buckle & Gloria,Gonzalez,Erasmus,6.49
1793,Scion of Ikshvaku (RamChandra #1),Gonzalez,Giancarlo,4.42
1942,11th Hour (Women's Murder Club #11),Gonzalez,Eber,5.37
1667,Small Favor (The Dresden Files #10),Gonzalez,Bailee,1.06
1795,Live by Night (Coughlin #2),Gonzalez,Janette,9.14
1936,The Fifth Season (The Broken Earth #1),Gonzalez,Jed,2.2
1913,The Secret of Ella and Micha (The Secret #1),Gonzalez,Candyce,1.69
1697,The House at Tyneford,Gonzalez,Madalyn,2.81
1757,All Fall Down (Embassy Row #1),Gonzalez,Osborne,4.27
1854,To Tame a Highland Warrior (Highlander #2),Gonzalez,Pearla,7.03
1657,Rocket Boys (Coalwood #1),Gonzalez,Cristofer,4.69
1952,Dark Flame (The Immortals #4),Gonzalez,Robin,2.59
1903,BookRags Summary:  A Storm of Swords,Gonzalez,Shavonne,4.32
2006,Glory in Death (In Death #2),Gonzalez,Dave,6.39
1658,Curious George Rides a Bike,Gonzalez Encinas,Almyra,3.08
1731,Jeremy Fink and the Meaning of Life,Gonzalez Martinez,Gladyce,8.2
2007,Season of Mists (The Sandman #4),Gonzalez Moreno,Bayard,6.46
1975,The Associate,Gonzalez Penas,Danny,6.42
1808,Hotel on the Corner of Bitter and Sweet,Gooden,Ingeborg,4.75
1689,Bloodsucking Fiends (A Love Story #1),Goodling,Carry,8.74
1778,King Henry IV Part 1 (Wars of the Roses #2),Goot,Torrence,8.55
1709,Thoughtless (Thoughtless #1),Gopal,Caden,5.36
1715,Guts,Gorbacheva,Emmitt,3.42
1732,The Black Ice (Harry Bosch #2; Harry Bosch Universe #2),Gorbacheva,Washington,2.9
1697,On Mystic Lake,Gorbea,Dayanara,5.25
1995,Convicted (Consequences #3),Gordeeva,Beverley,7.66
1954,Self-Reliance and Other Essays,Gordeeva,Vikki,5.29
1805,Giada's Family Dinners,Gordigiani,Fitzgerald,1.76
1939,Heart of the Matter,Gordon,Manford,9.94
1767,The Richest Man in Babylon,Gordon,Theda,7.85
1895,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),Gorecka,Zoie,7.45
1694,City of Lost Souls (The Mortal Instruments #5),Gorenstein,Aretha,1.93
1716,Born to Run: A Hidden Tribe Superathletes and the Greatest Race the World Has Never Seen,Gorka,Angus,1.16
1871,Childhood's End,Gorny,Wava,6.98
1858,The Winner,Gorodetsky,Les,8.18
1773,Fallen Too Far (Rosemary Beach #1; Too Far #1),Gorodetsky,Manuelita,8.28
1879,Locke & Key Vol. 6: Alpha & Omega,Gorunovich,Keyla,5.57
1811,Broken for You,Gospodnetic,Natalie,3.97
1917,This Book Is Not Good for You (Secret #3),Gosset,Wava,4.11
1775,The Maze of Bones  (The 39 Clues #1),Goswami,Anice,1.07
1861,The Moonlit Garden,Gotarredona,Manley,2.63
1947,Why Nations Fail: The Origins of Power Prosperity and Poverty,Goto,Mills,2.44
1988,Flow: The Psychology of Optimal Experience,Gotovskyte,Wayland,7.79
1771,Lush Life,Gott,Kami,2.15
1649,Totto-chan: The Little Girl at the Window,Gott,Rosanna,6.63
1909,Madeline,Gottsche,Turner,4.63
1974,Lord of the Flies,Goude,Stewart,2.25
1845,Vampire Knight Vol. 4 (Vampire Knight #4),Gould,Kaila,1.74
1877,Not a Fan: Becoming a Completely Committed Follower of Jesus,Gould,Audley,4.97
1702,The Tin Roof Blowdown (Dave Robicheaux #16),Gould,Mayo,7.56
1721,City of Bones (The Mortal Instruments #1),Gouveia,Amaya,5.02
1931,Infected (Infected #1),Grabher,Caro,5.17
1995,The Little Match Girl,Grabher,Tyrik,7.96
1667,The Ruins,Grabinger,Alver,9.09
1651,The Goose Girl (The Books of Bayern #1),Grabinger,Elvira,4.14
1907,NYPD Red 2 (NYPD Red #2),Graczol,Bart,3.17
1910,In the Shadow of the Banyan,Graczol,Melonie,4.61
1959,French Women Don't Get Fat: The Secret of Eating for Pleasure,Gradinaru Fometescu,Zavier,3.27
1761,Violets Are Blue (Alex Cross #7),Graebe,Celestino,2.67
1754,The Masterharper of Pern (Pern #15),Graf,Georgina,2.2
1745,Under the Never Sky (Under the Never Sky #1),Graf,Anibal,8.96
1897,The Famished Road,Graff,Jacky,2.52
1999,The Twilight Saga: The Official Illustrated Guide (Twilight #4.5),Gragera Cano,Gaven,4.21
1816,All Families are Psychotic,Gralka,Ricky,4.08
1905,Fledgling,Grande,Nakita,1.32
1848,Hope Was Here,Grandin,Zane,5.84
2015,Proper Gauge (Wool #2),Granson,Harlene,5.46
1954,Train to Pakistan,Grant,Janna,7.65
1728,Infidel,Grant,Kraig,8.09
1968,Bear Snores On,Grant,Shonna,1.59
1785,Sea of Poppies (Ibis Trilogy #1),Graus,Micheal,9.02
1808,Flat-Out Love (Flat-Out Love #1),Graus,Nellie,8.23
1838,Annie on My Mind,Graus,Darold,2.97
1938,Elizabeth the Queen: The Life of a Modern Monarch,Gray,Josiephine,8.9
1782,Franny and Zooey,Gray,Davion,7.44
1698,Devil Bones (Temperance Brennan #11),Gray,Maxwell,8.3
1665,Tipping the Velvet,Gray,Clora,8.77
1737,The Stranger Beside Me: Ted Bundy The Shocking Inside Story,Grazioso,Latosha,1.85
1973,Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking,Greabu,Alyse,9.34
1737,Be Careful What You Wish For,Greabu,Webster,7.72
1723,War and Peace,Grebinuk,Hanna,4.63
1747,Z for Zachariah,Grebinuk,Nichelle,3.96
1843,The Nose,Greco,Marianita,5.13
1861,The Other Wes Moore: One Name Two Fates,Green,Gurney,2.45
1846,The Bloody Chamber and Other Stories,Green,Cordia,6.63
1686,Ignorance,Green,Manila,4.05
1928,Moll Flanders,Green,Randell,9.53
1676,Rama Revealed (Rama #4),Green,Billye,9.13
1936,The Last Seven Months of Anne Frank,Green,Sydnie,7.36
2015,Confess,Greer,Jana,5.16
1877,Ghostgirl (Ghostgirl #1),Gregory,Friend,4.41
1826,The Heroes (First Law World #5),Gregory,Alanna,3.87
2004,Rogue Lawyer,Gregory,Torey,2.43
1890,A Moveable Feast,Grela,Doyle,2.36
1685,Twenty-Eight and a Half Wishes (Rose Gardner Mystery #1),Greschik,Lambert,1.67
1956,The Joke,Greville Collins,Ashley,7.13
1949,Standing in the Rainbow (Elmwood Springs #2),Griffith,Denny,6.24
1700,Blood Red Road (Dust Lands #1),Griffiths,Ferne,1.23
1888,The Dead of Night (Tomorrow #2),Griffiths,Christian,2.95
1998,Revolution 2020: Love Corruption Ambition,Grigis,Jaylin,4.78
1992,Gulp: Adventures on the Alimentary Canal,Grigis,Xzavier,2.4
1862,Shadows (Lux #0.5),Grigoryan,Liddie,9.09
1839,Eternal Rider (Lords of Deliverance #1 Demonica #6),Grindeanu,Bartley,5.61
1716,The Private Patient (Adam Dalgliesh #14),Grindvold,Dani,9.06
1871,Mercy,Grinshpun,Eric,6.79
1863,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,Grinshpun,Mckinley,8.32
1650,Ouran High School Host Club Vol. 1 (Ouran High School Host Club #1),Grobby,Alani,4.33
2021,The Chaperone,Grobby,Wood,5.29
1780,Saga Vol. 2 (Saga #2),Grochocka,Alvan,3.75
1989,The Lying Game (The Lying Game #1),Groenvynck,Dawson,8.68
1824,Fracture Me (Shatter Me #2.5),Grondin,Devan,5.99
1692,The Charlemagne Pursuit (Cotton Malone #4),Grondin,Melina,7.65
1818,The Power of Full Engagement: Managing Energy Not Time Is the Key to High Performance and Personal Renewal,Gronert,Latarsha,2.14
1944,Look Me in the Eye: My Life with Asperger's,Grotz,Phillis,5.02
2019,Dead Beat (The Dresden Files #7),Grujic,Juluis,6.01
1938,Shrill: Notes from a Loud Woman,Grunberg,Madlyn,5.13
1748,Origins (The Vampire Diaries: Stefan's Diaries #1),Grunberg,Christion,7.92
1980,Heat Wave (Nikki Heat #1),Grunberg,Ty,3.89
1962,Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson #3),Grunes,Dimitrios,8.55
1662,Crush It!: Why Now Is the Time to Cash In on Your Passion,Grusiecka,Rosalind,3.71
1959,The Gods of Mars (Barsoom #2),Grymalska,Ardell,8.51
1697,Eyes of Prey (Lucas Davenport #3),Grymel,Tilden,9.34
1698,A Quest of Heroes (The Sorcerer's Ring #1),Grzan,Trae,2.61
1811,Negeri 5 Menara (Negeri 5 Menara #1),Grzybowska,Corean,5.81
1980,Because of Winn-Dixie,Guajardo,Hamp,4.96
1872,Notes of a Dirty Old Man,Gualtieri,Netta,2.61
1705,Green Mars (Mars Trilogy #2),Guarino,Jerrod,1.19
1820,Fury (New Species #1),Guarino De Galeazzi,Clarance,4.69
1850,Petals on the Wind (Dollanganger #2),Guba,Rosena,4.97
1846,Dragon Wing (The Death Gate Cycle #1),Gubanova,Delaney,7.36
1754,We Are Called to Rise,Guede Estevez,Coolidge,7.29
1748,The Preacher (Patrik Hedström #2),Guedy,Rella,2.3
1706,Tom's Midnight Garden,Guell,Johan,2.94
1761,I Am Nujood Age 10 and Divorced,Guell,Macarthur,2.14
1955,The Elementary Particles,Guenfoudi,Braylon,7.25
2022,Safe Harbour,Guenfoudi,Ronny,5.24
1710,Seeds of Yesterday (Dollanganger #4),Gueno,Corrine,6.86
1974,Sweet Persuasion (Sweet #2),Guerrant,Emelia,7.94
1872,Vegan Cupcakes Take Over the World: 75 Dairy-Free Recipes for Cupcakes that Rule,Guerreiro,Aleck,7.77
1746,The Lost Continent: Travels in Small Town America,Guerrero,Kaylee,6.49
1686,The Boyfriend Thief (Stolen Kiss #1),Guerrero,Nadine,9.95
2006,Winesburg Ohio,Guery,Francis,1.38
1879,Les Fleurs du Mal,Gugel,Erland,6.3
1786,The Omnivore's Dilemma: A Natural History of Four Meals,Gugel,Rosevelt,9.27
1895,Born in Fire (Born In Trilogy #1),Guglielminotti,Unknown,2.7
1925,All You Need Is Kill,Guidetti,Hays,4.27
1714,The Long Dark Tea-Time of the Soul (Dirk Gently #2),Guilhaume Correa,Hermann,1.41
1736,The Watsons Go to Birmingham - 1963,Guillermo,Leisha,3.92
1796,The Abyss,Guilliano,Dawn,4.09
1682,Rebel Heart (Dust Lands #2),Guimaraes,Wilda,8.6
2016,The Mummy (Ramses the Damned #1),Guisard,Evelyne,8.45
1789,Back Roads,Gukasyan,Weston,2.52
1917,The Selected Poetry of Rainer Maria Rilke,Guldas,Rollie,4.2
1664,Silence (Hush Hush #3),Guldas,Davey,1.81
1946,The Infernal Devices: Clockwork Angel (The Infernal Devices: Manga #1),Gulihur,Zella,3.04
1944,The Consolations of Philosophy,Gullickson,Marry,7.78
1754,The Sands of Time,Gullino,Earley,9.24
2022,Selected Stories,Gulnova,Marcelina,8.44
2012,Showdown (Paradise #1),Gultekin,Stetson,6.78
1955,Night Fall (John Corey #3),Gumuscu,Byrd,2.03
1922,The Astronaut Wives Club,Gunawan,Maureen,4.61
1944,Blue Bloods (Blue Bloods #1),Gunay,Junious,7.23
1697,Crazy Rich Asians (Crazy Rich Asians #1),Gunaysu,Patsy,4.1
2016,Band of Brothers: E Company 506th Regiment 101st Airborne from Normandy to Hitler's Eagle's Nest,Gunaysu,Pearly,7.21
1851,Nausea,Gunji,Kwame,9.2
1915,The Water-Method Man,Gunji,Adelia,6.53
1812,Hexed (The Iron Druid Chronicles #2),Gunthard,Nathanial,3.09
1701,La Vérité sur l'affaire Harry Quebert,Guntinas,Kayleigh,5.71
1803,Frosty the Snowman (Frosty the Snowman),Guntinas,Doss,9.25
1735,The Summer I Turned Pretty Trilogy: The Summer I Turned Pretty; It's Not Summer Without You; We'll Always Have Summer,Gunton,Elza,2.14
1941,She's Come Undone,Gunuganti,Deana,5.86
1877,My Name Is Lucy Barton,Gunuganti,Tandy,4.86
1986,A Dangerous Fortune,Guo,Alba,2.68
1736,Legion (Legion #1),Guo,Bonita,6.45
1961,Beauty and the Beast (Disney),Guo,Elenor,9.98
1836,Rock the Heart (Black Falcon #1),Gupta,Gusta,2.56
1827,The Firm (Penguin Readers Level 5),Gupta,Kevin,6.36
1864,Crush (Crash #3),Gupta,Brandin,2.18
1804,Animalia,Gupta,Norma,5.92
1715,The Lost Painting,Gur,Jeramiah,7.76
1870,Saving Fish from Drowning,Gurney,Orin,6.73
1842,The Perfect Game (The Perfect Game #1),Gurney,Sherron,5.32
1943,From Here to Eternity,Guse,Carlene,7.23
1903,Scarlet (The Lunar Chronicles #2),Guthrie,Delila,1.23
1843,Men at Arms: The Play,Gutierrez,Debroah,6.77
1653,Zodiac,Gutierrez,Frederick,1.6
1679,Little Men (Little Women #2),Gutierrez,Gearldine,3.93
1964,'Salem's Lot,Gutierrez,Isiah,4.67
1849,Nantucket Nights,Gutierrez,Caitlynn,2.53
1830,The Secret (Highlands' Lairds #1),Gutierrez,Raiden,8.27
1808,Lord John and the Private Matter (Lord John Grey #1),Gutierrez,Sasha,6.91
1731,Oogy: The Dog Only a Family Could Love,Gutierrez,Truman,4.17
1827,Turn Coat (The Dresden Files #11),Gutierrez,Vena,3.6
1839,A Blaze of Sun (A Shade of Vampire #5),Guyomard,Virgel,3.5
1763,The Luminaries,Guzman,Leticia,6.98
1815,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),Gvozdenovic,Phil,8.12
1666,The Far Side Gallery,Gyaki,Raymond,6.74
1652,The Gnostic Gospels,Gyorke,Matthias,4.3
1709,Three Little Kittens,Gysbertse,Noreta,2.42
1722,Impulse (Impulse #1),Ha,Myrle,1.44
1710,Sarum: The Novel of England,Ha,Orlo,8.28
1848,Chromosome 6 (Jack Stapleton & Laurie Montgomery #3),Ha Nul,Geri,7.04
1922,Under Locke,Ha Nul,Leona,3.12
1851,Handle with Care,Haakansson,Amalie,7.94
1697,The Sinner (Rizzoli & Isles #3),Haas,Lorean,2.58
1859,Arrow's Flight (Heralds of Valdemar #2),Haavisto,Davonte,9.69
2013,A Wild Sheep Chase (The Rat #3),Haberkorn,Dorathy,3.32
1883,The Science of Getting Rich,Haberkorn,Autumn,9.86
1731,Here's to Us,Habernigg,Roena,7.51
1674,Beautiful Bitch (Beautiful Bastard #1.5),Habler,Edsel,7
1760,Sweeney Todd: The Demon Barber of Fleet Street,Haddad,Abram,5.32
1782,The Problem Child (The Sisters Grimm #3),Haddad,Sebrina,9.61
1905,On the Genealogy of Morals/Ecce Homo,Haddad,Taja,3.78
1730,The Sweet Far Thing (Gemma Doyle #3),Haddad Maia,Mozelle,1.14
1986,Silence,Hadvigerova,Caden,2.57
2022,The Moral Landscape: How Science Can Determine Human Values,Hadziselimovic,Corrine,6.96
1881,The Final Empire (Mistborn #1),Haegele,Britton,7.52
1878,The Forsyte Saga (The Forsyte Chronicles #1-3),Haet,Alpha,9.21
2015,The Princess and the Pea,Hafner,Kenney,7.54
1720,Fantastic Beasts and Where to Find Them: The Original Screenplay,Hager,Portia,5.52
1690,The Communist Manifesto,Hagey,Ivah,1.76
1826,Story of a Girl,Hagey,Caitlynn,2.63
1919,Baltasar and Blimunda,Hagey,Samson,8.6
1892,The Iron King (The Iron Fey #1),Hahn,Corene,1.96
1692,Reunion in Death (In Death #14),Haider,Leia,3.78
1868,Hellboy Vol. 2: Wake the Devil (Hellboy #2),Haidner,Eldred,2.36
1886,The Grand Design,Haidner,Lee,5.14
1684,The Tortilla Curtain,Haidner,TRUE,1.58
1668,Scars,Haigo,Teela,9.8
1875,Running with the Demon (Word & Void #1),Hail,Dayana,6.13
1909,Skellig (Skellig #1),Hakala,Babe,6.25
1821,Platform,Hakala,Toy,3.05
1929,The Revenge of the Baby-Sat,Halaburda,Golda,1.39
1687,A Widow for One Year,Halbauer,Welton,7.31
1658,The Left Hand of God (The Left Hand of God #1),Halep,Woody,6.36
1748,Resurrection,Hales,Janis,6.91
